,contriblanguage,contribtype,thematicarea,title,author,abstract,keywords,subtitle,num_authors,npages
2177,Spanish,Presentación mural,MI. Medio Interestelar,An\'alisis multifrecuencia de la regi\'on Sh2-162,"{'name_000': 'A.', 'surname_000': 'Boland', 'name_001': 'M.A.', 'surname_001': 'Milicich', 'name_002': 'L.A.', 'surname_002': 'Suad', 'name_003': 'S.', 'surname_003': 'Cichowolski'}","En este trabajo presentamos un estudio multifrecuencia de la región HII
Sh2-162, ubicada en el segundo cuadrante galáctico, ($l, b$) =
($112^\circ.237, 0^\circ.226$), en el brazo de Perseo, a una distancia
de 2.41 kpc. La estrella asociada a esta región es BD+60 2522, de tipo
espectral O6.5(n)fp y con clase de luminosidad desconocida, lo que hace
que el análisis de esta región sea particularmente interesante. Para
realizar este estudio, utilizamos datos del continuo de radio a 1420
MHz, de las líneas del HI y del CO y de distintas bandas del infrarrojo.
A partir de este análisis, investigamos el posible origen de las
diversas estructuras observadas y examinamos la presencia de
protoestrellas en la región.","{'key_000': 'stars: early-type', 'key_001': 'HII regions'}",,8,1
2213,Spanish,Presentación mural,AEC. Astrof\'isica Extragal\'actica y Cosmolog\'ia,Los colores del proceso de ensamble de las galaxias el{\'\i}pticas masivas: fotometr\'ia \'optica/IR de NGC 1395.,"{'name_000': 'A.', 'surname_000': 'Boland', 'name_001': 'F.', 'surname_001': 'Faifer', 'name_002': 'V.', 'surname_002': 'Reynaldi', 'name_003': 'L.', 'surname_003': ""Guti\\'errez Soto"", 'name_004': 'C.', 'surname_004': 'Escudero'}","Las galaxias elípticas (E) masivas albergan poblaciones estelares
antiguas y ricas en metales: son registros fósiles de la historia de
formación estelar y de la evolución química del medio durante las
primeras etapas del Universo. Esa etapa fue también la época de
formación de los cúmulos globulares (CG), los cuales pueden considerarse
poblaciones estelares simples, y sus propiedades se obtienen con
relativa facilidad. Así, la existencia de subpoblaciones de CG son
indicios concretos de diferentes episodios de formación estelar, y del
proceso de ensamble de las galaxias que los albergan (mecanismo de
formación en dos fases de galaxias E masivas). Este póster presenta y
representa la búsqueda de esos indicios en la galaxia E masiva NGC 1395
mediante la combinación de fotometría óptica e IR cercana
(Gemini/GMOS+Flamingos2) con técnicas de aprendizaje automático (machine
learning, ML). Esto constituye un enfoque novedoso y exitoso por dos
razones. Por un lado, la fotometría óptica e IR permite minimizar los
efectos que las estrellas de la rama horizontal pueden tener sobre la
degeneración de la edad-metalicidad. Por otro lado, las técnicas de ML
permiten, por primera vez, detectar agrupamientos en distintas
combinaciones de observables fotométricos, que luego se contrastan con
el análisis clásico: histogramas y distribuciones en el plano de
colores. Estos resultados confirman por primera vez el carácter bimodal
de este sistema de CGs.","{'key_000': 'galaxies: individual: NGC 1395', 'key_001': 'galaxies: stellar content', 'key_002': 'galaxies: elliptical and lenticular, cD', 'key_003': 'galaxies: formation'}",,10,1
2312,English,Presentación mural,AEC. Astrof\'isica Extragal\'actica y Cosmolog\'ia,Elliptical Galaxies in the Fornax Cluster through S-PLUS Data,"{'name_000': 'D.', 'surname_000': 'Brand\\~ao', 'name_001': 'A.', 'surname_001': 'Cortesi', 'name_002': 'R.', 'surname_002': 'Haack', 'name_003': 'L.A.', 'surname_003': ""Guti\\'errez-Soto"", 'name_004': 'F.', 'surname_004': 'Ferrari', 'name_005': 'A.R.', 'surname_005': 'Lopes', 'name_006': 'A.V.', 'surname_006': 'Smith Castelli', 'name_007': 'P.', 'surname_007': 'Lopes', 'name_008': 'D.', 'surname_008': 'Brambila'}","Elliptical (E) galaxies are known to be found in extremely dense regions
and have a smooth and regular ellipsoidal shape. One of their main
characteristics is the reddish color, characterized by their old stellar
population. However, recent research has shown the existence of blue
elliptical galaxies and identified that they are usually found in low-
density regions, contrary to all previously known characteristics of
these types of objects. We believe that these galaxies are an important
piece to unravel the mystery of galaxy formation and evolution as a
whole, but their formation is still an open field. Our particular
interest is to study their location in galaxy clusters. Using recently
obtained S-PLUS catalogs, we aim to study the blue elliptical galaxies
of the Fornax Cluster using multi-band photometry. The S-PLUS data is
complemented with data from the DESI Legacy Imaging Surveys, a deeper
survey than S-PLUS, which allows us to identify substructures and
satellites. With the Morfometryka software, we obtained the morphometric
parameters, generated from the images in the r band of the Legacy
survey. With the help of a Principal Component Analysis (PCA), we found
parameters that best separate the morphology of galaxies and, as a
consequence, allow us to define a more precise classification for the
objects in our sample. %With this advance, we seek to expand our data
with an additional execution of SEXtractor, aiming to further expand our
data and be able to more precisely study the photometry of the blue
elliptical galaxies contained in our sample. In addition, we will obtain
the color gradients and (when possible) information on stellar
populations from SED fitting, to discover what generates the blue color
of these galaxies. We will expand our study to AGNs and will study the
H$\alpha$ emission detected in three of these 25 galaxies classified as
blue ellipticals.","{'key_000': 'galaxies: elliptical and lenticular, cD', 'key_001': 'galaxies: evolution', 'key_002': 'galaxies: clusters: individual (Fornax)'}",,18,1
2268,English,Presentación mural,AEC. Astrof\'isica Extragal\'actica y Cosmolog\'ia,Linking the chemical abundances of galaxies to their formation paths,"{'name_000': 'Y.D.', 'surname_000': 'Burrafato', 'name_001': 'M.E.', 'surname_001': 'De Rossi'}","The chemical properties of galaxies provide essential insights into
their formation, evolution, and the physical processes occurring during
diverse cosmic epochs. This study examines the evolution of the global
metallicity and individual elements (e.g. C, N, O, Mg, Si and Fe) in
galaxies, with a special focus on the stellar component. In particular,
we analyze the impact of feedback processes such as those associated
with supernovae (SNe) and Active Galactic Nuclei (AGN), and how these
processes influence the relationship between the stellar component and
different gas phases. For this work, we used the EAGLE (Evolution and
Assembly of GaLaxies and their Environments) suite of cosmological
hydrodynamic simulations, comparing results obtained from different
feedback models. According to our findings, the stellar metallicity
shows a strong connection with the chemical enrichment of the star-
forming gas, whereas the metallicity of non-star-forming gas seems to
have a weak relation with the former ones. The chemical properties of
the aforementioned galaxy baryonic components can be strongly affected
by feedback, whose effects depend on the mass of the galaxy. We conclude
that the joint characterization of the gas and stellar chemical
properties of galaxies could provide important clues to constrain their
formation paths.","{'key_000': 'galaxies: abundances', 'key_001': 'galaxies: evolution', 'key_002': 'cosmology: theory'}",,4,1
2216,Spanish,Presentación mural,SE. Sistemas Estelares,Nuevos diagramas diagn\'osticos de edad y metalicidad,"{'name_000': 'R.', 'surname_000': ""Butr\\'on"", 'name_001': 'A.E.', 'surname_001': 'Piatti'}","El estudio de la distribución espacial de las metalicidades en las
galaxias es de fundamental importancia para reconstruir sus historias de
formación y evolución química. En este trabajo presentamos, por primera
vez, diagramas diagnósticos en el plano edad-metalicidad, basados en
índices definidos en el sistema fotométrico SDSS $ugriz$. Estos
diagramas diagnósticos permiten estimar edades y metalicidades de
poblaciones estelares más viejas que $\sim$ 1 Gyr, simultáneamente.
Concretamente, encontramos que los diagramas $\delta$($r$) versus
($\delta$$u$ - $\delta$$r$) y $\delta$($i$) versus ($\delta$$u$ -
$\delta$$i$), donde $\delta$ es la diferencia en magnitud entre el $red$
$clump$ y el $turnoff$ de la secuencia principal de la población estelar
considerada, resultaron los más sensibles a variaciones de edad y
metalicidad. Los mismos serán utilizados para construir mapas de edad-
metalicidad a través de todo el cuerpo de ambas Nubes de Magallanes, a
partir de la base de datos del relevamietno SMASH.","{'key_000': 'galaxies: Magellanic Clouds', 'key_001': 'stars: abundances', 'key_002': 'Techniques: photometric'}",,4,1
2096,English,Presentación mural,AE. Astrof\'isica Estelar,Deriving a bias-corrected IMF for oriCC-1 from $\mathbf{0.05M_\odot}$ to $\mathbf{8M_\odot}$ using public data,"{'name_000': 'R.', 'surname_000': 'Cabral-Fontes', 'name_001': 'J.J.', 'surname_001': 'Downes'}","The initial mass function (IMF) is a fundamental result of the star
formation process and a crucial quantity in nearly all areas of
astrophysics. The nearby ($\sim$ 400 pc) Orion star-forming complex
includes stars and brown dwarfs spanning wide ranges of mass and age
($\approx$1-10 Myr). Slightly evolved populations like 25 Ori (Orion
OB1a), $\sigma$ Ori (Orion OB1b), and Collinder 69 ($\lambda$ Ori) have
relatively low extinctions, making them ideal for accurate IMF
determinations in the low-mass regime. In this work, we present the IMF
determination of the oriCC-1 overdensity in Orion OB1b within the mass
range $0.05<m(M_\odot)<8$. High-probability members were selected based
on their distribution in color-magnitude and kinematic diagrams using
Gaia DR3 data. We corrected for the contamination by field stars and
main observational biases using spectroscopically confirmed members as a
control sample. The resulting IMF fits well to a lognormal function for
$m<1 M_\odot$ with $m_c=0.31\pm0.04$ and $\sigma=0.41\pm0.07$, a
segmented power-law with $\Gamma_1=-0.64\pm0.15$ for $m<0.4 M_\odot$ and
$\Gamma_2=1.18\pm0.18$ for $m>0.4 M_\odot$, and a tapered power-law for
the whole mass range with $\Gamma=1.30\pm0.29$, $m_p=0.36\pm0.12$, and
$\beta=2.38\pm0.29$. The results are consistent with findings for
$\lambda$ Ori, $\sigma$ Ori, and 25 Ori, supporting a common underlying
IMF for most sub-regions of Orion.","{'key_000': 'stars: formation', 'key_001': 'stars: luminosity function, mass function', 'key_002': 'brown dwarfs'}",,4,1
2161,Spanish,Presentación mural,SE. Sistemas Estelares,Determinaci\'on de miembros del c\'umulo abierto NGC 2910,"{'name_000': 'A.R.', 'surname_000': 'Callen', 'name_001': 'I.', 'surname_001': 'Bustos-Fierro'}","En este trabajo se presenta un estudio del cúmulo abierto NGC 2910, en
el que, a partir de datos del Data Release 3 de la misión espacial Gaia,
se determinan sus posibles miembros. Para ello, se emplean dos técnicas
distintas y se comparan sus resultados. Una de estas técnicas consiste
en una selección de miembros mediante un algoritmo de machine learning,
mientras que la otra se basa en el uso del software Topcat, con el cual
se realiza una limpieza utilizando movimientos propios y paralaje.
Además, con los miembros determinados se calcula la distancia a la que
se encuentra el cúmulo.","{'key_000': 'methods: data analysis', 'key_001': 'open clusters and associations: individual (NGC 2910)', 'key_002': 'Hertzsprung--Russell and C--M diagrams'}",,4,1
2224,Spanish,Presentación mural,AEC. Astrof\'isica Extragal\'actica y Cosmolog\'ia,Brazos y barra de NGC 253,"{'name_000': 'J.A.', 'surname_000': 'Camperi', 'name_001': 'H.', 'surname_001': 'Dottori', 'name_002': 'M.P.', 'surname_002': 'Ag\\""uero', 'name_003': 'G.', 'surname_003': 'G\\""unthardt', 'name_004': 'R.J.', 'surname_004': ""D{\\'\\i}az""}","Continuamos con nuestra investigación de los diversos subsistemas de la
galaxia \textit{starburst} NGC 253, y en este estudio nos centraremos en
los brazos espirales y en la barra, a fin de completar el panorama
general de esta galaxia starburst (la más cercana a la Tierra). Contamos
con imágenes infrarrojas obtenidas con el instrumento Flamingos-2
(instalado en el telescopio Gemini Sur) en las bandas J, H y K$_{s}$ del
infrarrojo cercano, que poseen la suficiente resolución espacial como
para resolver los cúmulos de emisión infrarroja que componen las
mencionadas estructuras. Mediante la confección de diagramas color-color
y color magnitud, así como con el empleo de modelos evolutivos, podemos
caracterizar a estos cúmulos infrarrojos y compararlos con las
poblaciones de los otros subsistemas de la galaxia.","{'key_000': 'galaxies: starburst', 'key_001': 'galaxies: spiral', 'key_002': 'galaxies: photometry', 'key_003': 'galaxies: structure', 'key_004': 'galaxies: individual (NGC 253)'}",,10,1
2255,Spanish,Presentación mural,EG. Estructura Gal\'actica,Automatic image segmentation of galaxies and strong gravitational lenses with deep learning,"{'name_000': 'J.', 'surname_000': 'Castagnino', 'name_001': 'L.A.', 'surname_001': 'Bignone', 'name_002': 'J.P.', 'surname_002': 'Fran\\c{c}a', 'name_003': 'S.E.', 'surname_003': 'Pedrosa', 'name_004': 'M.', 'surname_004': 'Makler', 'name_005': 'L.J.', 'surname_005': 'Pellizza'}","Advancements in image segmentation are essential for analyzing galaxy
structures in large-scale surveys. Building on previous efforts that
utilized convolutional neural networks for spiral arm detection, this
study focuses on training a U-Net model to identify the central bars in
galaxies using the Galaxy Zoo 3D dataset. Additionally, we are extending
the system to segment strong gravitational lenses by using a combination
of real galaxy images and simulated lenses as the training dataset. Here
the challenge is to produce masks that are required for the proper
inverse modeling of these systems. We are diligently constructing a
robust hyperparameter tuning pipeline and improving segmentation metrics
through systematic experiments. This approach is designed to enhance the
precision and utility of neural networks in distinguishing intricate
galaxy features.","{'key_000': 'techniques: image processing', 'key_001': 'galaxies: structure', 'key_002': 'gravitational lensing: strong'}",,12,1
2176,Spanish,Presentación mural,OCPAE. Objetos Compactos y Procesos de Altas Energ\'ias,Multiquarks en estrellas de neutrones,"{'name_000': 'M.O.', 'surname_000': 'Celi'}","La detección de ondas gravitacionales provenientes de la fusión de
estrellas de neutrones con potentes detectores como LIGO/Virgo y las
restricciones en masas y radios púlsares masivos y de púlsares de
milisegundos del telescopio de rayos X-NICER han revolucionado el
enfoque del estudio de las estrellas de neutrones. Estos avances
subrayan la importancia de determinar la ecuación de estado, que
describe la relación entre la presión y la densidad de energía en estas
estructuras ultradensas y compactas, cuya naturaleza sigue siendo en
gran parte desconocida. Las condiciones extremas de presión y densidad
dentro de las estrellas de neutrones podrían incluso conducir a la
formación de nuevos estados de la materia, como el hexaquark d*(2380),
cuya presencia podría influir en la estabilidad de estos objetos. En
esta charla, discutiremos cómo la posibilidad de una ecuación de estado
híbrida que permita la presencia de una rama de estabilidad extendida,
afectaría el diagrama masa-radio de esta familia de objetos permitiendo
estrellas de neutrones que contengan materia exótica como los
multiquarks en su interior.","{'key_000': 'stars: neutron', 'key_001': 'equation of state', 'key_002': 'dense matter'}",,2,1
2293,Spanish,Presentación mural,AE. Astrof\'isica Estelar,"{\textexclamdown}Ahora con m\'as l{\'\i}neas! Modelado del espectro IR de las estrellas Be MX\,Pup y $\pi$\,Aqr","{'name_000': 'Y.R.', 'surname_000': 'Cochetti', 'name_001': 'A.', 'surname_001': 'Granada', 'name_002': 'M.L.', 'surname_002': 'Arias', 'name_003': 'A.F.', 'surname_003': 'Torres'}","Las estrellas Be presentan en sus espectros numerosas líneas de
recombinación de hidrógeno que nos revelan valiosa información sobre las
propiedades físicas y cinemáticas de las envolturas circunestelares en
forma de disco que rodean a estos objetos. Una manera de obtener los
parámetros de esas envolturas es comparando los espectros observados con
espectros sintéticos obtenidos con distintos códigos actualmente
disponibles. Históricamente, esto se ha hecho utilizando la línea
H$\alpha$ en la región espectral óptica, y recién en los últimos a\~nos
empezó a tomar importancia la región espectral infrarroja. En este
trabajo presentamos el análisis realizado sobre los espectros IR de las
estrellas Be MX\,Pup y $\pi$\,Aqr, utilizando el código \small{HDUST}.
En el mismo se incluye el modelado de líneas de las series de Brackett y
Pfund, además de la línea Pa$\beta$. Estos resultados nos permiten
establecer cotas para parámetros tales como la densidad central, el
exponente de la ley de densidad, el tama\~no de la región emisora y la
inclinación, además de brindarnos herramientas para discutir sobre la
presencia de regiones con distintas propiedades a lo largo de las
envolturas.","{'key_000': 'stars: emission-line, Be', 'key_001': 'circumstellar matter', 'key_002': 'techniques: spectroscopic', 'key_003': 'stars: individual (MX,Pup, $pi$,Aqr)'}",,8,1
2125,Spanish,Presentación mural,AEC. Astrof\'isica Extragal\'actica y Cosmolog\'ia,Evoluci\'on de la alineaci\'on de galaxias centrales en la simulaci\'on hidrodin\'amica IllustrisTNG,"{'name_000': 'A.V.', 'surname_000': 'Colazo', 'name_001': 'F.', 'surname_001': 'Rodriguez', 'name_002': 'M.', 'surname_002': ""Merch\\'an""}","Estudios previos señalan que la alineaci\'on entre la forma de las
galaxias centrales y la distribución de materia en su entorno depende
fuertemente del color de la central y, a su vez, estas alineaciones
evolucionan de manera muy distinta si se considera la componente estelar
de la central o su halo de materia oscura. Motivados por estos
resultados buscamos profundizar el an\'alisis de c\'omo impactan en los
alineamientos los distintos fen\'omenos astrof\'isicos que atraviesan
las galaxias en su evoluci\'on, principalmente entender mejor el rol que
juegan las fusiones en alinear o no la componente bari\'onica con
respecto a la materia oscura. En este trabajo, utilizamos las galaxias
centrales más masivas en grupos seleccionadas a $ z = 0 $ en la
simulaci\'on hidr\'odinamica IllustrisTNG 300, y siguiendo la rama
principal de los ``merger trees"" de estas centrales, estudiamos la
evoluci\'on desde $ z=3$ del alineamiento entre la forma de la
componente estelar y la forma del halo, asi como tambi\'en c\'omo va
cambiando el \'angulo entre los semiejes del tensor de forma de la
central y su momento angular.","{'key_000': 'large--scale structure of Universe', 'key_001': 'methods: statistical', 'key_002': 'galaxies: halos', 'key_003': 'dark matter', 'key_004': 'galaxies: groups: general'}",,6,1
2188,Spanish,Presentación mural,SSE. Sistemas Solar y Extrasolares,{\textquestiondown}Pueden sistemas con J\'upiters fr{\'\i}os en torno a estrellas de baja masa albergar s\'uper-Tierras?,"{'name_000': 'A.E.', 'surname_000': 'Correa', 'name_001': 'M.B.', 'surname_001': ""S\\'anchez""}","En la actualidad se han detectado varios sistemas planetarios en torno a
estrellas de tipo solar que albergan Júpiter fríos (con semiejes mayores
a $\sim$ 2 ua) y planetas tipo Tierra o súper-Tierras (con masas entre 1
y 10 M$_\oplus$) en órbitas cercanas a la estrella (semiejes menores a
0.1 ua). Sin embargo, no se han detectado aún este tipo de sistemas en
torno a estrellas de baja masa ($M_\star< 0.5$~M$_\odot$). Es por eso
que estudiamos si la no detección de este tipo de sistemas se debe a un
bias observacional o a una inestabilidad dinámica. Para estudiar bajo
qué condiciones ambos planetas pueden coexistir en un mismo sistema,
corrimos diferentes sets de simulaciones de N-cuerpos durante 1 Giga-
año. Suponemos siempre un Júpiter frío en una órbita circular y coplanar
ubicado a 2~ua. Variamos la masa de la súper-Tierra (1 y 10 M$_\oplus$),
el semieje (0.01 ua y 0.1 ua), la excentricidad (0, 0.1 y 0.8) y la
inclinación de la órbita (0, 30$^{\circ}$ y 60$^{\circ}$). Repetimos las
simulaciones para una estrella de 0.1~M$_\odot$ y 0.5~M$_\odot$.
Encontramos que las órbitas de las súper-Tierras se vuelven inestables
solo en el caso en que se encuentren a 0.1 ua en una órbita muy
excéntrica ($e=0.8$) e inclinada ($i=60^{\circ}$), independientemente de
la masa estelar. Este resultado nos permite confirmar la co-existencia
de planetas con súper-Tierras y Júpiters fríos entorno a estrellas de
baja masa desde un punto de vista dinámico, cuando las órbitas son de
baja inclinación. Por otro lado, estimamos que los planetas tipo Tierra
y súper-Tierras cercanos a su estrella huésped pueden ser detectados por
transito o velocidad radial con la sensibilidad de los surveys actuales,
mientras que los Júpiters fríos solo pueden ser detectados al momento
por micro lentes. Por lo tanto, para confirmar la existencia de este
tipo de sistemas planetarios se necesita una combinación de técnicas
observacionales. Resaltamos que si bien súper-Tierras y Júpiters fríos
pueden co-existir en un mismo sistema en torno a estrellas de baja masa,
su posible formación se encuentra todavía bajo estudio.","{'key_000': 'planets and satellites: dynamical evolution and stability', 'key_001': 'planets and satellites: detection', 'key_002': 'methods: numerical'}",,4,1
2076,Spanish,Presentación mural,AE. Astrof\'isica Estelar,Estudio comparativo de los m\'etodos de determinaci\'on de masas de estrellas enanas blancas pulsantes,"{'name_000': 'A.H.', 'surname_000': ""C\\'orsico"", 'name_001': 'L.M.', 'surname_001': 'Calcaferro', 'name_002': 'M.', 'surname_002': 'Uzundag', 'name_003': 'L.G.', 'surname_003': 'Althaus', 'name_004': 'S.O.', 'surname_004': 'Kepler', 'name_005': 'K.', 'surname_005': 'Werner'}","La determinaci\'on de la masa de las estrellas plantea un desaf\'io
central en la astrof\'isica estelar. El presente estudio profundiza en
la determinaci\'on de la masa de estrellas enanas blancas pulsantes
aisladas a trav\'es de espectroscop\'ia, astrosismolog\'ia y
astrometr\'ia. Centr\'andonos en las enanas blancas pulsantes con
atm\'osferas ricas en hidr\'ogeno (DAV), enanas blancas pulsantes con
atm\'osferas ricas en helio (DBV) y variables GW Vir (enanas blancas
calientes pulsantes con atm\'osferas ricas en carbono, ox\'igeno y
helio), comparamos los valores de la masa derivados a trav\'es de estos
diversos m\'etodos. Nuestro an\'alisis revela un amplio acuerdo entre
los diferentes m\'etodos para las estrellas DAV, particularmente para
aquellas con masas por debajo de $\sim 0.75 M_{\sun}$. Sin embargo,
surgen discrepancias significativas para ciertas estrellas mas masivas.
Para las estrellas DBV, las masas astrom\'etricas son en general mayores
que las masas sismol\'ogicas y espectrosc\'opicas, mientras que en el
caso de las estrellas GW Vir se evidencian discrepancias, indicando
disparidades metodol\'ogicas en las determinaciones de la masa.","{'key_000': 'asteroseismology', 'key_001': 'white dwarfs', 'key_002': 'stars: evolution', 'key_003': 'stars: interiors'}",,12,1
2172,Spanish,Presentación mural,AEC. Astrof\'isica Extragal\'actica y Cosmolog\'ia,Wiener Filter para mapas de polarizaci\'on del Fondo C\'osmico de Radiaci\'on utilizando redes neuronales y estimaci\'on del espectro de potencias,"{'name_000': 'M.B.', 'surname_000': 'Costanza', 'name_001': 'C.G.', 'surname_001': ""Sc\\'occola"", 'name_002': 'M.', 'surname_002': 'Zaldarriaga'}","En este trabajamos desarrollamos una red neuronal la cual aplica el
filtro de Wiener a mapas de polarizaci\'on del Fondo C\'osmico de
Radiaci\'on (FCR) con el fin de reducir el ruido inhomogeneo presente en
dichos mapas. Presentamos el funcionamiento de esta nueva red neuronal,
desarrollada en \textsc{Tensorflow2}, para reconstruir mapas de los
modos E y B de polarizaci\'on y comparamos sus resultados con aquellos
que se obtienen de aplicar el filtro de Wiener con el m\'etodo
tradicional que utiliza gradiente conjugado, siendo este \'ultimo un
m\'etodo ineficiente y que constituye un cuello de botella en el
an\'alisis de datos del FCR. Luego, estimamos el espectro de potencias
de la señal reconstruida y estudiamos que tan preciso es en diferentes
escalas.","{'key_000': 'cosmology: cosmic background radiation', 'key_001': 'polarization', 'key_002': 'methods: numerical'}",,6,1
2284,Spanish,Presentación mural,SH. Sol y Heliosfera,Efecto Neupert An\'alisis discriminado seg\'un propiedades f\'isicas de la fulguraci\'on,"{'name_000': 'G.D.', 'surname_000': 'Cristiani', 'name_001': 'C.H.', 'surname_001': 'Mandrini'}","Las fulguraciones solares son eventos de liberaci\'on de energ\'ia en
tiempos caracter\'isticos de $10^2$ -- $10^3$~s. El fen\'omeno se inicia
por un proceso de reconexi\'on magn\'etica que da lugar a la
aceleraci\'on de part\'iculas cargadas, que sufren atrapamiento
magn\'etico en arcos coronales emitiendo en microondas por radiaci\'on
girosincrotr\'onica, y al precipitar a la crom\'osfera generan emisi\'on
en rayos X duros por thick–target bremsstrahlung y un paulatino
incremento de la temperatura del plasma cromosf\'erico. Dicho plasma
emite en rayos X blandos por bremsstrahlung t\'ermico. Eventos que
responden a este esquema simplificatorio deber\'ian verificar el efecto
Neupert, que establece que los flujos integrados temporalmente en el
rango de las microondas y en rayos X duros ajusta las regiones
crecientes de las curvas de emisión en rayos X blandos. En este trabajo
estudiamos las fulguraciones del Ciclo Solar 24 y determinamos si el
efecto Neupert estad\'isticamente presenta diferencias al evaluarlo en
fulguraciones discriminadas en eruptivas o confinadas. Para ello
consideramos las fulguraciones con clasificaci\'on M1.0 o superior. Se
utilizan datos en microondas con frecuencias de 2.695, 4.995, 8.8 y 15.4
GHz del Radio Solar Telescope Network (RSTN) y observaciones en rayos X
blandos (1 -- 8~{\AA}) de los Geostationary Operational Environmental
Satellites (GOES-14 y GOES-15).","{'key_000': 'Sun: flares', 'key_001': 'Sun: radio radiation', 'key_002': 'Sun: X-rays'}",,4,1
2273,English,Presentación mural,OCPAE. Objetos Compactos y Procesos de Altas Energ\'ias,\LARGE Observations of the ULX sources ESO 501-023 and IC 5052 with XMM-Newton and NuSTAR,"{'name_000': 'N.', 'surname_000': 'Cruz-Sanchez', 'name_001': 'E.A.', 'surname_001': 'Saavedra', 'name_002': 'F.A.', 'surname_002': 'Fogantini', 'name_003': 'F.', 'surname_003': ""Garc{\\'\\i}a"", 'name_004': 'J.A.', 'surname_004': 'Combi', 'name_005': 'G.E.', 'surname_005': 'Romero', 'name_006': 'L.', 'surname_006': 'Abaroa'}","Ultraluminous X-ray sources (ULXs) consist of an compact object (neutron
star or stellar mass black hole) accreting matter from its stellar
companion, and whose luminosity significantly exceeds the Eddington
limit (typically $>10^{39} \, \text{erg s}^{-1}$). These sources exhibit
a variety of spectral states, including broadened disk (BD), hard
ultraluminous (HUL), and soft ultraluminous (SUL) states, each one with
special spectral features and which provide insights into the accretion
processes involved. In this study we present the spectro-temporal
analysis results of two extragalactic ULX sources, ESO 501-023 (d=7 Mpc)
and IC 5052 (d=5.5 Mpc), using simultaneous XMM-{\it Newton} and {\it
NuSTAR} data, covering the 0.5--20 keV energy range. Lightcurve analysis
show no significant pulsations, putting an upper limit on the pulsed
fraction of ${\sim}9$\% for ESO 501-023 and ${\sim}$11\% for IC 5052.
The average spectrum of ESO 501-023 was found to exhibit features
consistent with a BD state, with an unabsorbed luminosity of
${\sim}9\times 10^{39} \, \text{erg s}^{-1}$. In turn, the spectrum of
IC 5052 indicated that it was in a HUL state, with an unabsorbed
luminosity of ${\sim}5.2{\times}10^{39} \, \text{erg s}^{-1}$. Our
results suggest that these systems are likely to contain non-pulsating
accreting objects.","{'key_000': 'accretion', 'key_001': 'accretion disk', 'key_002': 'X-rays: binaries', 'key_003': 'X-rays: individual: ESO 501-023', 'key_004': 'X-rays: individual: IC 5052'}",,14,1
2230,Spanish,Presentación mural,ASOC. Astronom\'ia y Sociedad,Teacher Training Program (TTP) desarrollado por NAEC Argentina,"{'name_000': 'M.S.', 'surname_000': 'De Biasi', 'name_001': 'I.', 'surname_001': 'Bustos Fierro', 'name_002': 'D.C.', 'surname_002': 'Merlo', 'name_003': 'M.A.', 'surname_003': 'Corti', 'name_004': 'S.', 'surname_004': 'Paolantonio', 'name_005': 'N.E.', 'surname_005': 'Camino', 'name_006': 'B.', 'surname_006': 'Bravo', 'name_007': 'M.P.', 'surname_007': 'Alvarez'}","En 2023 la Oficina de Astronomía para la Educaci\'on (OAE) de la IAU
lanz\'o su primera convocatoria del Programa de Formaci\'on Docente
(TTP) entre los aproximadamente 120 Coordinadores Nacionales de
Educaci\'on en Astronom\'ia (NAEC) del mundo para financiar una
formaci\'on docente de impacto en sus respectivos pa\'ises o regiones.
NAEC Argentina fue uno de los 21 ganadores de esta propuesta, cuya
finalidad ha sido la adquisici\'on de conocimientos y las habilidades de
Astronom\'ia por parte de los docentes destinatarios para su posterior
implementaci\'on en el aula. El TTP argentino se desarroll\'o en formato
taller en tres etapas: en la ciudad de San Juan (intensivo del 19 al 22
septiembre), en Esquel (entre septiembre y octubre) y en A\~natuya
(intensivo del 2 al 3 noviembre). Los destinatarios fueron profesores de
F\'isica y alumnos avanzados del Profesorado de F\'isica. Los objetivos
de esta capacitaci\'on se enfocaron en reforzar los fundamentos
te\'oricos de los conceptos astron\'omicos más importantes ense\~nados
en el nivel Secundario, especialmente ligados a la Astrof\'isica
(propiedades de la luz, fotometr\'ia y espectroscop\'ia), asimismo que
los participantes construyeran dispositivos de bajo costo basados en los
conceptos mencionados, ambos fortaleciendo la discusi\'on sobre la
Didáctica de la Astronom\'ia. Se presentan las características y
resultados obtenidos en las tres etapas.","{'key_000': 'sociology of astronomy', 'key_001': 'miscellaneous'}",,16,1
